Location_ID,probability,Location,Latitude,Longitude
1,0.3061026930809021,Albany,-35.02478219999989,117.88360800000228
3,0.41449427604675293,AliceSprings,-23.698388400000038,133.8812884999954
5,0.15498648583889008,Ballarat,-37.5622632000011,143.8607215000049
6,0.021260129287838936,,,
8,0.8265279531478882,,,
9,0.06318071484565735,,,
